Date,Day,Meal_type,People_served,Rice_kg,Dal_kg,Roti_count,Number_of_veg,Main_veg_kg,Main_nonveg_kg,Meal_category,Total_Waste_kg,Special_event,Students_enrolled,Attendance_percent,Nonveg_items,Menu_count,Previous_day_leftover_kg
04-08-2025,Monday,Lunch,475,52.49,59.22,1593,1,43.28,40.96,Mixed,32.1561,No,500,95,1,2,4.7547
04-08-2025,Monday,Dinner,488,48.33,55.89,1277,1,37.23,40.74,Mixed,22.6174,No,500,97.6,1,2,32.1561
05-08-2025,Tuesday,Lunch,508,52.98,59.58,1333,2,110.46,0,Veg,4.6004,No,500,101.6,0,2,22.6174
05-08-2025,Tuesday,Dinner,528,64.04,64.78,1439,1,57.8,65.04,Mixed,59.8993,No,500,105.6,1,2,4.6004
06-08-2025,Wednesday,Lunch,363,29.96,43.06,1178,1,55.73,32.66,Mixed,20.6656,No,500,72.6,1,2,59.8993
06-08-2025,Wednesday,Dinner,421,30.2,40.7,1061,1,26.28,27.33,Mixed,9.987,No,500,84.2,1,2,20.6656
07-08-2025,Thursday,Lunch,480,47.52,48.11,1329,1,43.26,34.34,Mixed,14.5666,No,500,96,1,2,9.987
07-08-2025,Thursday,Dinner,532,53.29,59.2,1402,1,50.02,0,Veg,0.4297,No,500,106.4,0,1,14.5666
08-08-2025,Friday,Lunch,511,55.58,50.64,1549,1,40.64,42.34,Mixed,24.7228,No,500,102.2,1,2,0.4297
08-08-2025,Friday,Dinner,370,29.49,42.73,1209,1,23.7,30.84,Mixed,17.4539,No,500,74,1,2,24.7228
09-08-2025,Saturday,Lunch,458,51.38,55.95,1433,1,39.8,40.3,Mixed,31.4292,Yes,500,91.6,1,2,17.4539
09-08-2025,Saturday,Dinner,488,55.99,60.26,1406,1,59.75,0,Veg,12.5408,Yes,500,97.6,0,1,31.4292
10-08-2025,Sunday,Lunch,436,45.02,45.35,1283,2,73.31,0,Veg,0.5269,No,500,87.2,0,2,12.5408
10-08-2025,Sunday,Dinner,382,30.45,41.63,1087,1,25.48,28.63,Mixed,12.8936,No,500,76.4,1,2,0.5269
11-08-2025,Monday,Lunch,529,52.57,57.43,1480,1,38.74,44.47,Mixed,22.678,No,500,105.8,1,2,12.8936
11-08-2025,Monday,Dinner,486,56.27,53.73,1406,1,53.02,0,Veg,6.7158,No,500,97.2,0,1,22.678
12-08-2025,Tuesday,Lunch,481,55.25,58.62,1468,1,45.5,37.2,Mixed,29.0338,No,500,96.2,1,2,6.7158
12-08-2025,Tuesday,Dinner,497,52.57,60.44,1408,1,44.83,0,Veg,7.3881,No,500,99.4,0,1,29.0338
13-08-2025,Wednesday,Lunch,514,59.04,59.28,1605,2,162.1,0,Veg,9.0853,No,500,102.8,0,2,7.3881
13-08-2025,Wednesday,Dinner,411,45.75,51.14,1409,1,42.58,0,Veg,9.5447,No,500,82.2,0,1,9.0853
14-08-2025,Thursday,Lunch,552,55.04,65,1608,3,175.31,0,Veg,4.0203,No,500,110.4,0,3,9.5447
14-08-2025,Thursday,Dinner,480,50.1,48.37,1521,1,35.98,38.74,Mixed,20.0833,No,500,96,1,2,4.0203
15-08-2025,Friday,Lunch,434,47.6,52.46,1234,2,73.66,0,Veg,7.8268,Yes,500,86.8,0,2,20.0833
15-08-2025,Friday,Dinner,506,49.68,51,1411,1,47.31,0,Veg,0,Yes,500,101.2,0,1,7.8268
16-08-2025,Saturday,Lunch,474,56.13,55.07,1296,1,114.83,0,Veg,10.4661,Yes,500,94.8,0,1,0
16-08-2025,Saturday,Dinner,487,47.94,58.2,1542,1,48.04,0,Veg,4.4009,Yes,500,97.4,0,1,10.4661
17-08-2025,Sunday,Lunch,516,51.06,55.34,1504,1,45.64,36.56,Mixed,15.3036,No,500,103.2,1,2,4.4009
17-08-2025,Sunday,Dinner,426,52.07,51.7,1272,1,40.25,36.52,Mixed,32.208,No,500,85.2,1,2,15.3036
18-08-2025,Monday,Lunch,431,46.69,48.29,1442,1,79.16,0,Veg,3.3844,No,500,86.2,0,1,32.208
18-08-2025,Monday,Dinner,557,55.62,60.47,1489,1,58.28,60.66,Mixed,37.7146,No,500,111.4,1,2,3.3844
19-08-2025,Tuesday,Lunch,554,57.67,55.71,1421,3,158.34,0,Veg,1.1352,No,500,110.8,0,3,37.7146
19-08-2025,Tuesday,Dinner,539,51.98,50.94,1403,1,44.55,0,Veg,0,No,500,107.8,0,1,1.1352
20-08-2025,Wednesday,Lunch,499,64.13,61.64,1482,2,167.96,0,Veg,19.7231,No,500,99.8,0,2,0
20-08-2025,Wednesday,Dinner,512,52.96,50.43,1560,1,54.74,0,Veg,0.7112,No,500,102.4,0,1,19.7231
21-08-2025,Thursday,Lunch,468,46.99,51.93,1360,2,67.84,0,Veg,0.2298,No,500,93.6,0,2,0.7112
21-08-2025,Thursday,Dinner,431,44.78,49.7,1488,1,47,0,Veg,2.8844,No,500,86.2,0,1,0.2298
22-08-2025,Friday,Lunch,468,42.7,51.4,1366,1,73.16,0,Veg,0,No,500,93.6,0,1,2.8844
22-08-2025,Friday,Dinner,409,30.92,41.65,1075,1,25.77,28.8,Mixed,11.9514,No,500,81.8,1,2,0
23-08-2025,Saturday,Lunch,558,60.14,63.91,1462,2,159.91,0,Veg,5.4645,No,500,111.6,0,2,11.9514
23-08-2025,Saturday,Dinner,418,29.31,36.83,1165,1,25.2,30.12,Mixed,12.9006,No,500,83.6,1,2,5.4645
24-08-2025,Sunday,Lunch,466,48.83,50.05,1369,2,69.16,0,Veg,1.2754,No,500,93.2,0,2,12.9006
24-08-2025,Sunday,Dinner,427,30.85,41.56,1017,1,22.93,32.78,Mixed,15.1899,No,500,85.4,1,2,1.2754
25-08-2025,Monday,Lunch,504,46.88,49.38,1445,1,45.78,33.91,Mixed,13.1479,No,500,100.8,1,2,15.1899
25-08-2025,Monday,Dinner,445,53.53,52.49,1517,1,36.36,34.9,Mixed,28.0175,No,500,89,1,2,13.1479
26-08-2025,Tuesday,Lunch,495,50.11,52.52,1538,2,114.29,0,Veg,0,No,500,99,0,2,28.0175
26-08-2025,Tuesday,Dinner,524,54.76,53.78,1466,1,59.89,0,Veg,1.2866,No,500,104.8,0,1,0
27-08-2025,Wednesday,Lunch,491,50.44,49.93,1474,1,73.84,0,Veg,0.3342,Yes,500,98.2,0,1,1.2866
27-08-2025,Wednesday,Dinner,483,48.4,57.37,1567,1,47.82,0,Veg,4.0128,Yes,500,96.6,0,1,0.3342
28-08-2025,Thursday,Lunch,490,51.48,58.38,1374,1,48.96,42.74,Mixed,28.2804,No,500,98,1,2,4.0128
28-08-2025,Thursday,Dinner,515,54.5,54.78,1606,1,63.24,59.9,Mixed,40.6298,No,500,103,1,2,28.2804
29-08-2025,Friday,Lunch,390,32.25,38.15,994,1,52.48,31.38,Mixed,15.3141,No,500,78,1,2,40.6298
29-08-2025,Friday,Dinner,404,28.53,43.9,1049,1,23.21,27.22,Mixed,10.5774,No,500,80.8,1,2,15.3141
30-08-2025,Saturday,Lunch,517,47.87,51.48,1322,2,113.3,0,Veg,0,No,500,103.4,0,2,10.5774
30-08-2025,Saturday,Dinner,429,48.52,52.81,1322,1,48.38,0,Veg,10.1594,No,500,85.8,0,1,0
31-08-2025,Sunday,Lunch,486,55.24,65.67,1433,3,166.72,0,Veg,17.6258,No,500,97.2,0,3,10.1594
31-08-2025,Sunday,Dinner,434,45.99,52.56,1484,1,44.06,0,Veg,6.3168,No,500,86.8,0,1,17.6258
01-09-2025,Monday,Lunch,464,51.43,54.18,1436,1,45.8,36.48,Mixed,24.3669,No,500,92.8,1,2,6.3168
01-09-2025,Monday,Dinner,469,50.19,53.66,1466,1,43.35,0,Veg,4.1786,No,500,93.8,0,1,24.3669
02-09-2025,Tuesday,Lunch,449,53.87,55.75,1431,1,44.05,35.52,Mixed,31.2226,No,500,89.8,1,2,4.1786
02-09-2025,Tuesday,Dinner,505,55.16,58.19,1427,1,63.8,64.2,Mixed,49.4247,No,500,101,1,2,31.2226
03-09-2025,Wednesday,Lunch,417,48.35,46.79,1308,2,72.15,0,Veg,6.5196,No,500,83.4,0,2,49.4247
03-09-2025,Wednesday,Dinner,536,54.48,58.22,1331,1,54.19,0,Veg,0,No,500,107.2,0,1,6.5196
04-09-2025,Thursday,Lunch,512,55.57,58.61,1446,1,96.31,0,Veg,5.3703,No,500,102.4,0,1,0
04-09-2025,Thursday,Dinner,467,51.3,59.03,1442,1,59.22,0,Veg,11.0837,No,500,93.4,0,1,5.3703
05-09-2025,Friday,Lunch,448,52,58.1,1326,1,48.01,41.97,Mixed,38.4063,Yes,500,89.6,1,2,11.0837
05-09-2025,Friday,Dinner,580,62.99,61.52,1436,1,57.81,65.19,Mixed,45.099,Yes,500,116,1,2,38.4063
06-09-2025,Saturday,Lunch,505,55.02,50.97,1440,1,37.77,45.97,Mixed,28.6522,No,500,101,1,2,45.099
06-09-2025,Saturday,Dinner,440,45.69,49.27,1337,1,47.09,0,Veg,1.4517,No,500,88,0,1,28.6522
07-09-2025,Sunday,Lunch,489,55.69,61.22,1546,2,176.47,0,Veg,12.9883,No,500,97.8,0,2,1.4517
07-09-2025,Sunday,Dinner,492,46.81,52.72,1367,1,50.65,0,Veg,0,No,500,98.4,0,1,12.9883
08-09-2025,Monday,Lunch,539,52.23,52.46,1502,1,48.65,39.07,Mixed,16.8661,No,500,107.8,1,2,0
08-09-2025,Monday,Dinner,524,48.36,51.01,1550,1,54.9,0,Veg,0,No,500,104.8,0,1,16.8661
09-09-2025,Tuesday,Lunch,482,48.45,54.41,1277,1,69.86,0,Veg,1.1632,No,500,96.4,0,1,0
09-09-2025,Tuesday,Dinner,511,49.63,53.99,1338,1,38.69,38.03,Mixed,16.9795,No,500,102.2,1,2,1.1632
10-09-2025,Wednesday,Lunch,401,31.29,37.08,1164,1,53.17,33.98,Mixed,17.4609,No,500,80.2,1,2,16.9795
10-09-2025,Wednesday,Dinner,537,51.34,56.3,1387,1,54.14,0,Veg,0,No,500,107.4,0,1,17.4609
11-09-2025,Thursday,Lunch,360,32.96,43.13,1080,1,54.77,30.09,Mixed,18.6206,No,500,72,1,2,0
11-09-2025,Thursday,Dinner,522,59.91,63.7,1426,1,60.41,62.61,Mixed,53.7815,No,500,104.4,1,2,18.6206
12-09-2025,Friday,Lunch,475,52.85,58.92,1589,1,40.49,46.49,Mixed,37.7461,No,500,95,1,2,53.7815
12-09-2025,Friday,Dinner,482,48.16,47.08,1355,1,49.71,0,Veg,0,No,500,96.4,0,1,37.7461
13-09-2025,Saturday,Lunch,423,52.19,50.39,1313,1,39.89,34.89,Mixed,30.1492,No,500,84.6,1,2,0
13-09-2025,Saturday,Dinner,485,42.96,49.11,1328,1,42.16,0,Veg,0,No,500,97,0,1,30.1492
14-09-2025,Sunday,Lunch,491,54.1,61.69,1430,3,172.37,0,Veg,11.4432,No,500,98.2,0,3,0
14-09-2025,Sunday,Dinner,450,47.93,54.66,1549,1,43.7,0,Veg,6.9565,No,500,90,0,1,11.4432
15-09-2025,Monday,Lunch,413,44.21,46.99,1235,2,81.36,0,Veg,3.4297,No,500,82.6,0,2,6.9565
15-09-2025,Monday,Dinner,524,52.29,56.87,1466,1,56.33,0,Veg,0,No,500,104.8,0,1,3.4297
16-09-2025,Tuesday,Lunch,545,54.7,62.97,1623,2,183.56,0,Veg,2.7636,No,500,109,0,2,0
16-09-2025,Tuesday,Dinner,493,50.17,54.32,1376,1,46.64,0,Veg,0,No,500,98.6,0,1,2.7636
17-09-2025,Wednesday,Lunch,418,27.49,43.52,1186,1,57.61,33.12,Mixed,15.9006,No,500,83.6,1,2,0
17-09-2025,Wednesday,Dinner,488,43.09,53.11,1366,1,42.19,0,Veg,0,No,500,97.6,0,1,15.9006
18-09-2025,Thursday,Lunch,473,44.04,45.26,1350,1,78.07,0,Veg,0,No,500,94.6,0,1,0
18-09-2025,Thursday,Dinner,437,49.83,48.12,1362,1,37.1,37.42,Mixed,24.6528,No,500,87.4,1,2,0
19-09-2025,Friday,Lunch,511,46.97,54.72,1491,1,49.04,40.27,Mixed,19.2195,No,500,102.2,1,2,24.6528
19-09-2025,Friday,Dinner,424,45.87,53.66,1412,1,37.01,40.07,Mixed,32.0255,No,500,84.8,1,2,19.2195
20-09-2025,Saturday,Lunch,548,57.91,59.78,1554,2,186.23,0,Veg,1.9875,No,500,109.6,0,2,32.0255
20-09-2025,Saturday,Dinner,478,44.72,49.89,1264,1,42.08,0,Veg,0,No,500,95.6,0,1,1.9875
21-09-2025,Sunday,Lunch,405,29.42,40.36,1078,1,57.3,33,Mixed,16.3162,No,500,81,1,2,0
21-09-2025,Sunday,Dinner,470,52.14,58.46,1555,1,46.39,0,Veg,10.7161,No,500,94,0,1,16.3162
22-09-2025,Monday,Lunch,426,31.62,39.98,1148,1,60.94,29.78,Mixed,12.2311,Yes,500,85.2,1,2,10.7161
22-09-2025,Monday,Dinner,541,46.37,55.59,1300,1,46.7,0,Veg,0,Yes,500,108.2,0,1,12.2311
23-09-2025,Tuesday,Lunch,496,52.63,54.62,1459,1,45.95,41.6,Mixed,23.1814,No,500,99.2,1,2,0
23-09-2025,Tuesday,Dinner,442,54.87,53.75,1277,1,36.67,39.21,Mixed,35.6886,No,500,88.4,1,2,23.1814
24-09-2025,Wednesday,Lunch,511,54.19,49.56,1422,1,45.57,41.39,Mixed,22.3828,No,500,102.2,1,2,35.6886
24-09-2025,Wednesday,Dinner,502,53.88,55.09,1553,1,49.86,0,Veg,2.6517,No,500,100.4,0,1,22.3828
25-09-2025,Thursday,Lunch,538,46.46,53.98,1321,1,95.46,0,Veg,0,No,500,107.6,0,1,2.6517
25-09-2025,Thursday,Dinner,520,47.18,52.58,1549,1,47.74,0,Veg,0,No,500,104,0,1,0
26-09-2025,Friday,Lunch,512,48.54,58.05,1534,2,97.04,0,Veg,1.4891,No,500,102.4,0,2,0
26-09-2025,Friday,Dinner,499,54.38,53.5,1350,1,47.07,0,Veg,3.4578,No,500,99.8,0,1,1.4891
27-09-2025,Saturday,Lunch,502,54.82,55.25,1364,2,158.24,0,Veg,3.5917,No,500,100.4,0,2,3.4578
27-09-2025,Saturday,Dinner,511,55.51,55.16,1526,1,51.48,0,Veg,3.3633,No,500,102.2,0,1,3.5917
28-09-2025,Sunday,Lunch,432,44.34,53.81,1367,2,72.57,0,Veg,6.3418,No,500,86.4,0,2,3.3633
28-09-2025,Sunday,Dinner,515,63.66,55.04,1525,1,55.35,55.84,Mixed,45.7298,No,500,103,1,2,6.3418
29-09-2025,Monday,Lunch,539,58.01,50.82,1604,1,41.59,40.75,Mixed,21.552,No,500,107.8,1,2,45.7298
29-09-2025,Monday,Dinner,410,30.24,41.67,1085,1,25.05,31.54,Mixed,14.6502,No,500,82,1,2,21.552
30-09-2025,Tuesday,Lunch,521,54.76,51.3,1488,1,44.8,40.16,Mixed,20.2903,No,500,104.2,1,2,14.6502
30-09-2025,Tuesday,Dinner,434,47.36,52.61,1308,1,49.28,0,Veg,7.7368,No,500,86.8,0,1,20.2903
01-10-2025,Wednesday,Lunch,431,27.37,36.11,1191,1,51.69,34.71,Mixed,16.9551,No,500,86.2,1,2,7.7368
01-10-2025,Wednesday,Dinner,488,51.21,57.51,1532,1,59.37,0,Veg,5.0108,No,500,97.6,0,1,16.9551
02-10-2025,Thursday,Lunch,472,47.8,48.86,1295,1,39.13,40.69,Mixed,21.2461,Yes,500,94.4,1,2,5.0108
02-10-2025,Thursday,Dinner,493,49,47.74,1408,1,48.84,0,Veg,0,Yes,500,98.6,0,1,21.2461
03-10-2025,Friday,Lunch,515,50.87,52.28,1276,1,45,37.84,Mixed,16.6247,No,500,103,1,2,0
03-10-2025,Friday,Dinner,520,58.42,60.42,1503,1,56.22,60.68,Mixed,47.589,No,500,104,1,2,16.6247
04-10-2025,Saturday,Lunch,550,62.24,65.08,1412,2,173.53,0,Veg,10.4346,No,500,110,0,2,47.589
04-10-2025,Saturday,Dinner,498,46.76,57.46,1296,1,46.79,0,Veg,2.4457,No,500,99.6,0,1,10.4346
05-10-2025,Sunday,Lunch,512,53,56.28,1292,2,95.1,0,Veg,0.7512,No,500,102.4,0,2,2.4457
05-10-2025,Sunday,Dinner,542,50.11,55.65,1512,1,47.42,0,Veg,0,No,500,108.4,0,1,0.7512
06-10-2025,Monday,Lunch,384,27.1,43.69,1024,1,53.39,33.25,Mixed,18.7006,No,500,76.8,1,2,0
06-10-2025,Monday,Dinner,470,51.9,51.28,1399,1,51.57,0,Veg,3.9372,No,500,94,0,1,18.7006
07-10-2025,Tuesday,Lunch,463,56.07,56.34,1327,2,105.51,0,Veg,14.0138,No,500,92.6,0,2,3.9372
07-10-2025,Tuesday,Dinner,511,46.79,49.91,1328,1,46.03,0,Veg,0,No,500,102.2,0,1,14.0138
08-10-2025,Wednesday,Lunch,470,47.56,51.91,1546,1,49.42,41.81,Mixed,22.4485,No,500,94,1,2,0
08-10-2025,Wednesday,Dinner,393,31.38,42.84,1019,1,27.18,29.87,Mixed,13.6805,No,500,78.6,1,2,22.4485
09-10-2025,Thursday,Lunch,485,49.16,50.94,1404,1,75.98,0,Veg,0,No,500,97,0,1,13.6805
09-10-2025,Thursday,Dinner,432,30.47,38.66,1035,1,25.48,32.97,Mixed,15.1739,No,500,86.4,1,2,0
10-10-2025,Friday,Lunch,492,47.47,48.7,1418,1,43.58,39.79,Mixed,19.5222,No,500,98.4,1,2,15.1739
10-10-2025,Friday,Dinner,491,50.39,50.04,1458,1,46.84,0,Veg,0.2842,No,500,98.2,0,1,19.5222
11-10-2025,Saturday,Lunch,464,45.27,51.84,1367,1,73.94,0,Veg,0.5817,No,500,92.8,0,1,0.2842
11-10-2025,Saturday,Dinner,461,51.04,54.72,1327,1,45.63,0,Veg,7.7888,No,500,92.2,0,1,0.5817
12-10-2025,Sunday,Lunch,372,32.07,43.23,1133,1,52.94,32.91,Mixed,19.7206,No,500,74.4,1,2,7.7888
12-10-2025,Sunday,Dinner,538,61.01,59.04,1533,1,55.13,64.23,Mixed,48.1752,No,500,107.6,1,2,19.7206
13-10-2025,Monday,Lunch,470,51.76,54.49,1469,1,39.64,49.09,Mixed,36.0946,No,500,94,1,2,48.1752
13-10-2025,Monday,Dinner,374,30.91,43.02,1042,1,26.18,29.16,Mixed,15.4572,No,500,74.8,1,2,36.0946
14-10-2025,Tuesday,Lunch,462,48.42,48.59,1466,2,67.86,0,Veg,1.2736,No,500,92.4,0,2,15.4572
14-10-2025,Tuesday,Dinner,458,45.26,48.32,1486,1,41.9,38.65,Mixed,19.7828,No,500,91.6,1,2,1.2736
15-10-2025,Wednesday,Lunch,518,48.36,52.24,1396,1,44.62,37.02,Mixed,15.6812,No,500,103.6,1,2,19.7828
15-10-2025,Wednesday,Dinner,476,51.5,52.94,1521,1,54.03,0,Veg,3.281,No,500,95.2,0,1,15.6812
16-10-2025,Thursday,Lunch,490,51.58,56.18,1494,1,107.28,0,Veg,3.6258,No,500,98,0,1,3.281
16-10-2025,Thursday,Dinner,475,52.39,50.6,1383,1,52.77,0,Veg,3.917,No,500,95,0,1,3.6258
17-10-2025,Friday,Lunch,507,56.58,49.89,1459,1,37.69,40.98,Mixed,24.9358,No,500,101.4,1,2,3.917
17-10-2025,Friday,Dinner,504,55.27,55.53,1430,1,46.95,0,Veg,3.8376,No,500,100.8,0,1,24.9358
18-10-2025,Saturday,Lunch,541,51.94,57.12,1460,1,38.55,45.37,Mixed,23.0837,No,500,108.2,1,2,3.8376
18-10-2025,Saturday,Dinner,480,55.82,62.64,1573,1,64.07,55,Mixed,51.6775,No,500,96,1,2,23.0837
19-10-2025,Sunday,Lunch,555,54.54,57.92,1413,1,38.68,42.2,Mixed,19.337,No,500,111,1,2,51.6775
19-10-2025,Sunday,Dinner,501,59.11,56.98,1360,1,55.5,56.73,Mixed,45.7095,No,500,100.2,1,2,19.337
20-10-2025,Monday,Lunch,463,59.48,51.08,1361,1,36.32,48.46,Mixed,41.6184,Yes,500,92.6,1,2,45.7095
20-10-2025,Monday,Dinner,460,47.93,50.65,1506,1,44.61,0,Veg,0.9877,Yes,500,92,0,1,41.6184
21-10-2025,Tuesday,Lunch,475,47.08,57.79,1321,1,45,41.22,Mixed,26.9691,No,500,95,1,2,0.9877
21-10-2025,Tuesday,Dinner,449,56.35,55.32,1569,1,48.43,0,Veg,16.249,No,500,89.8,0,1,26.9691
22-10-2025,Wednesday,Lunch,470,50.55,51.36,1293,1,42.76,36.69,Mixed,19.9157,Yes,500,94,1,2,16.249
22-10-2025,Wednesday,Dinner,448,46.97,50.43,1435,1,42.38,38.27,Mixed,22.0063,Yes,500,89.6,1,2,19.9157
23-10-2025,Thursday,Lunch,469,50.03,51.21,1235,1,68.58,0,Veg,2.1693,Yes,500,93.8,0,1,22.0063
23-10-2025,Thursday,Dinner,442,54.14,52.18,1330,1,35.18,34.78,Mixed,28.9586,Yes,500,88.4,1,2,2.1693
24-10-2025,Friday,Lunch,494,56.92,58.95,1574,3,179.31,0,Veg,10.8857,No,500,98.8,0,3,28.9586
24-10-2025,Friday,Dinner,504,58.43,50.33,1478,1,58.32,0,Veg,6.9976,No,500,100.8,0,1,10.8857
25-10-2025,Saturday,Lunch,479,57.62,54.67,1528,3,158.74,0,Veg,10.4935,No,500,95.8,0,3,6.9976
25-10-2025,Saturday,Dinner,483,61.89,64.32,1654,1,65.73,54.74,Mixed,58.4064,No,500,96.6,1,2,10.4935
26-10-2025,Sunday,Lunch,502,52,53.08,1342,1,37.12,46.93,Mixed,27.022,No,500,100.4,1,2,58.4064
26-10-2025,Sunday,Dinner,425,29.49,43.92,1000,1,25.63,30.03,Mixed,12.5223,No,500,85,1,2,27.022
27-10-2025,Monday,Lunch,441,44.58,54.76,1424,1,72.71,0,Veg,6.0425,No,500,88.2,0,1,12.5223
27-10-2025,Monday,Dinner,522,63.67,63.4,1537,1,57.43,63.02,Mixed,57.6515,No,500,104.4,1,2,6.0425
28-10-2025,Tuesday,Lunch,362,30.02,38.07,1082,1,54.58,34.82,Mixed,19.9075,No,500,72.4,1,2,57.6515
28-10-2025,Tuesday,Dinner,432,30.47,42.12,1181,1,26.22,32.88,Mixed,15.0839,No,500,86.4,1,2,19.9075
29-10-2025,Wednesday,Lunch,387,31.17,39.89,1053,1,51.5,31.16,Mixed,15.2177,No,500,77.4,1,2,15.0839
29-10-2025,Wednesday,Dinner,430,48.42,47.97,1505,1,42.16,37.74,Mixed,25.0332,No,500,86,1,2,15.2177
30-10-2025,Thursday,Lunch,449,51.38,54.3,1371,1,39.83,36.88,Mixed,28.6426,No,500,89.8,1,2,25.0332
30-10-2025,Thursday,Dinner,422,28.81,38.68,1111,1,25.17,29.06,Mixed,11.6759,No,500,84.4,1,2,28.6426
31-10-2025,Friday,Lunch,469,50.63,53,1354,1,75.4,0,Veg,3.9586,No,500,93.8,0,1,11.6759
31-10-2025,Friday,Dinner,500,60.84,56.48,1456,1,60.23,62.21,Mixed,52.6732,No,500,100,1,2,3.9586
01-11-2025,Saturday,Lunch,478,50.76,51.69,1419,1,48.89,41.11,Mixed,23.3998,No,500,95.6,1,2,52.6732
01-11-2025,Saturday,Dinner,463,55.6,56.97,1324,1,52.71,0,Veg,14.1738,No,500,92.6,0,1,23.3998
02-11-2025,Sunday,Lunch,468,54.3,52.3,1308,1,44.62,36.91,Mixed,24.7721,No,500,93.6,1,2,14.1738
02-11-2025,Sunday,Dinner,525,47.45,57.57,1412,1,46.2,0,Veg,0,No,500,105,0,1,24.7721
03-11-2025,Monday,Lunch,498,53.9,55.25,1559,1,106.16,0,Veg,3.3156,No,500,99.6,0,1,0
03-11-2025,Monday,Dinner,521,56.22,54.68,1352,1,57.2,0,Veg,3.0528,No,500,104.2,0,1,3.3156
04-11-2025,Tuesday,Lunch,468,47.11,49.35,1381,1,77.07,0,Veg,0,No,500,93.6,0,1,3.0528
04-11-2025,Tuesday,Dinner,543,55.88,56.87,1570,1,49.53,0,Veg,0.4677,No,500,108.6,0,1,0
05-11-2025,Wednesday,Lunch,527,59.18,49.66,1507,1,43.73,44.21,Mixed,27.9009,Yes,500,105.4,1,2,0.4677
05-11-2025,Wednesday,Dinner,436,49.19,48.61,1255,1,39.94,36.17,Mixed,23.3509,Yes,500,87.2,1,2,27.9009
06-11-2025,Thursday,Lunch,390,28.71,40.43,1119,1,60.95,33.37,Mixed,17.3041,No,500,78,1,2,23.3509
06-11-2025,Thursday,Dinner,500,53.94,52.66,1481,1,42.26,36.21,Mixed,18.5285,No,500,100,1,2,17.3041
07-11-2025,Friday,Lunch,579,64.99,54.26,1625,2,181.62,0,Veg,5.904,No,500,115.8,0,2,18.5285
07-11-2025,Friday,Dinner,429,31.8,38.67,1195,1,25.98,32.38,Mixed,14.7075,No,500,85.8,1,2,5.904
08-11-2025,Saturday,Lunch,416,50.5,53.78,1303,2,76.09,0,Veg,15.8721,No,500,83.2,0,2,14.7075
08-11-2025,Saturday,Dinner,565,64.36,61.02,1481,1,55.26,61.96,Mixed,45.3877,No,500,113,1,2,15.8721
09-11-2025,Sunday,Lunch,484,50.8,50.51,1369,2,80.48,0,Veg,1.4086,No,500,96.8,0,2,45.3877
09-11-2025,Sunday,Dinner,499,51.06,49.15,1476,1,36.11,35.11,Mixed,14.6917,No,500,99.8,1,2,1.4086
10-11-2025,Monday,Lunch,405,42.92,47.43,1314,1,74.94,0,Veg,4.2799,No,500,81,0,1,14.6917
10-11-2025,Monday,Dinner,446,47.65,47.47,1283,1,46.02,0,Veg,2.1364,No,500,89.2,0,1,4.2799
11-11-2025,Tuesday,Lunch,498,50.79,54.94,1342,1,42.52,36.18,Mixed,15.6651,No,500,99.6,1,2,2.1364
11-11-2025,Tuesday,Dinner,472,60.37,59.88,1481,1,51.47,0,Veg,19.9411,No,500,94.4,0,1,15.6651
12-11-2025,Wednesday,Lunch,465,49.27,49.74,1360,2,109.91,0,Veg,1.8175,No,500,93,0,2,19.9411
12-11-2025,Wednesday,Dinner,477,53.8,53.07,1329,1,50.84,0,Veg,5.4985,No,500,95.4,0,1,1.8175
13-11-2025,Thursday,Lunch,519,59.04,65.32,1555,3,170.3,0,Veg,14.0627,No,500,103.8,0,3,5.4985
13-11-2025,Thursday,Dinner,455,47.99,56.5,1329,1,53.34,0,Veg,7.7939,No,500,91,0,1,14.0627
14-11-2025,Friday,Lunch,483,47.04,57.55,1432,2,109.33,0,Veg,4.1928,No,500,96.6,0,2,7.7939
14-11-2025,Friday,Dinner,471,50.07,56.04,1548,1,57.67,0,Veg,6.0136,No,500,94.2,0,1,4.1928
15-11-2025,Saturday,Lunch,448,52.91,60.37,1355,1,44.77,37.51,Mixed,37.1263,No,500,89.6,1,2,6.0136
15-11-2025,Saturday,Dinner,445,50.03,48.79,1274,1,36.89,35.26,Mixed,21.5468,No,500,89,1,2,37.1263
16-11-2025,Sunday,Lunch,471,47.48,55.26,1487,1,46.09,38.81,Mixed,22.6357,No,500,94.2,1,2,21.5468
16-11-2025,Sunday,Dinner,484,54.65,49.93,1307,1,49.76,0,Veg,5.2586,No,500,96.8,0,1,22.6357
17-11-2025,Monday,Lunch,489,46.9,51.06,1383,1,48.74,36.38,Mixed,16.2358,No,500,97.8,1,2,5.2586
17-11-2025,Monday,Dinner,432,46.98,48.98,1270,1,36.53,36.4,Mixed,22.7558,No,500,86.4,1,2,16.2358
18-11-2025,Tuesday,Lunch,539,54.92,60.94,1656,3,169.5,0,Veg,1.3964,No,500,107.8,0,3,22.7558
18-11-2025,Tuesday,Dinner,504,55.22,57.07,1567,1,45.57,0,Veg,5.1805,No,500,100.8,0,1,1.3964
19-11-2025,Wednesday,Lunch,452,46.07,50.1,1237,2,74.04,0,Veg,0.1674,No,500,90.4,0,2,5.1805
